Texto en Inglés (Origen),Texto en Español (Destino)
Heart failure Hepatic failure Interstitial lung disease Breast cancer Reports concerning pregnancy in partners of patients taking bicalutamide,Insuficiencia cardíaca Insuficiencia hepática Enfermedad pulmonar intersticial Cáncer de mama Notificaciones de embarazo en parejas de pacientes tratados con bicalutamida
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Route of administration Local/ Intratumoral injections,Vía de administración
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Route of administration Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural
Intramuscular injection Subcutaneous injection Intravenous administration Intra-arterial administration Intra-pleural injection Intraperitoneal administration Local/ Intratumoral injections,Vía intramuscular Vía subcutánea Vía intravenosa Vía Intraarterial Vía Intrapleural Vía Intraperitoneal Vía intratumoral
- Squamous cell carcinoma of Head and neck (SCCHN),- Carcinoma escamoso de cabeza y cuello (CECC)
"- Squamous cell carcinoma of external genitalia: penile carcinoma, cervix carcinoma.","- Carcinoma escamoso de genitales externos: carcinoma de pene, carcinoma de cuello uterino."
- Testis carcinoma,- Carcinoma de testículo
"Regarding the indication in Epidermoid carcinoma of external genitalia, the CHMP noted that bleomycin is currently still in use in cervical cancer, and it was agreed that although the clinical efficacy is modest in","8 En lo referente a la indicación para el carcinoma escamoso de genitales externos, el CHMP advirtió que la bleomicina sigue empleándose en el cáncer de cuello uterino y se reconoció que, aunque su eficacia clínica es modesta en esta indicación, igual que en el cáncer de pene, la importancia de la bleomicina en estas indicaciones ha quedado demostrada en diversos ensayos recientes."
"The combination of bleomycin, vindesine, mitomycin C and cisplatin in patients with recurrent and/ or metastatic squamous cell carcinoma of the cervix was recently shown to be of benefit with regards to survival and a phase II study showed bleomycin to be part of a clinically relevant alternative treatment regimen for cisplatin, in patients with recurrent cervical cancer.","Se ha constatado recientemente que la combinación de bleomicina, vindesina, mitomicina C y cisplatino en pacientes con carcinoma escamoso de cuello uterino recurrente o metastásico resulta beneficiosa por lo que respecta a la supervivencia, y en un estudio de fase II se comprobó que la bleomicina forma parte de un tratamiento relevante alternativo al cisplatino para las pacientes con cáncer de cuello uterino recurrente."
"Practice Guidelines in Oncology-v.2.2008 (HCCN, USA), the CCO (Cancer Care Ontario) Formulary, revised 2006/ 2007, and the Guidelines on penile cancer (March 2004) of the European Association of Urology.","Practice Guidelines in Oncology, v.2.2008 (HCCN, Estados Unidos), CCO (Cancer Care Ontario) Formulary, revisado en 2006/ 2007 y Guidelines on penile cancer (marzo de 2004) de la Asociación Europea de Urología."
"- Squamous cell carcinoma (SCC) of the head and neck, external genitalia and cervix.","- Carcinoma escamoso (CECC) de cabeza y cuello, genitales externos y cuello uterino."
- Testis carcinoma (seminoma and non-seminoma).,- Carcinoma de testículo (seminoma y distinto del seminoma).
Data on photomutagenicity/ photocarcinogenicity show a weak photomutagenic or phototumorigenic effect of ciprofloxacin in-vitro and in animal experiments.,"En estudios in-vitro y en estudios en animales, los datos sobre fotomutagenicidad y fotocarcinogenicidad muestran un débil efecto fotomutagénico o fototumorogénico de ciprofloxacino."
54 phototumorigenic effect of ciprofloxacin in-vitro and in animal experiments.,"En estudios in-vitro y en estudios en animales, los datos sobre fotomutagenicidad y fotocarcinogenicidad muestran un débil efecto fotomutagénico o fototumorogénico de ciprofloxacino."
Data on photomutagenicity/ photocarcinogenicity show a weak photomutagenic or phototumorigenic effect of ciprofloxacin in-vitro and in animal experiments.,"En estudios in-vitro y en estudios en animales, los datos sobre fotomutagenicidad y fotocarcinogenicidad muestran un débil efecto fotomutagénico o fototumorogénico de ciprofloxacino."
Data on photomutagenicity/ photocarcinogenicity show a weak photomutagenic or phototumorigenic effect of ciprofloxacin in-vitro and in animal experiments.,"En estudios in-vitro y en estudios en animales, los datos sobre fotomutagenicidad y fotocarcinogenicidad muestran un débil efecto fotomutagénico o fototumorogénico de ciprofloxacino."
